lat,lon,alt,temp,dist,vel
-24,239937;-46,989712;9,000000;1808;11,064608;39,832588
-24,240030;-46,989700;9,000000;1809;10,497496;37,790985
-24,240122;-46,989700;8,000000;1810;10,065545;36,235962
-24,240211;-46,989708;8,000000;1811;10,089690;36,322884
-24,240295;-46,989735;9,000000;1812;9,709856;34,955482
-24,240372;-46,989777;8,000000;1813;9,503816;17,106869
-24,240515;-46,989910;9,000000;1815;10,935902;39,369247
-24,240574;-46,989983;9,000000;1816;9,987733;35,955837
-24,240639;-46,990063;9,000000;1817;10,749185;38,697063
-24,240698;-46,990143;9,000000;1818;10,643378;38,316162
-24,240759;-46,990219;9,000000;1819;10,237420;36,854713
-24,240816;-46,990299;10,000000;1820;10,135630;36,488266
-24,240877;-46,990376;10,000000;1821;10,497925;37,792530
-24,240940;-46,990448;9,000000;1822;10,113362;36,408104
-24,241009;-46,990509;8,000000;1823;9,827556;35,379200
-24,241077;-46,990574;7,000000;1824;10,051200;36,184319
-24,241144;-46,990631;6,000000;1825;9,462450;34,064819
-24,241199;-46,990700;6,000000;1826;9,341582;33,629696
-24,241249;-46,990780;7,000000;1827;9,684748;34,865093
-24,241301;-46,990864;6,000000;1828;10,365243;37,314877
-24,241354;-46,990944;5,000000;1829;9,905700;35,660519
-24,241407;-46,991016;5,000000;1830;9,357497;33,686989
-24,241457;-46,991085;5,000000;1831;8,849322;31,857561
-24,241507;-46,991150;6,000000;1832;8,580826;30,890972
-24,241554;-46,991211;5,000000;1833;8,194863;29,501509
-24,241600;-46,991276;4,000000;1834;8,343179;30,035444
-24,241648;-46,991348;3,000000;1835;9,292236;33,452049
-24,241693;-46,991425;3,000000;1836;9,185339;33,067219
-24,241745;-46,991501;4,000000;1837;9,514721;34,252995
-24,241800;-46,991585;4,000000;1838;10,578790;38,083645
-24,241859;-46,991665;5,000000;1839;10,375243;37,350876
-24,241924;-46,991753;5,000000;1840;11,540136;41,544491
-24,241989;-46,991837;5,000000;1841;11,272520;40,581074
-24,242052;-46,991917;5,000000;1842;10,622600;38,241360
-24,242117;-46,992001;5,000000;1843;11,272120;40,579632
-24,242176;-46,992085;6,000000;1844;10,525392;37,891411
-24,242241;-46,992165;6,000000;1845;11,008228;39,629623
-24,242308;-46,992245;6,000000;1846;11,007818;39,628147
-24,242374;-46,992325;7,000000;1847;11,133681;40,081253
-24,242443;-46,992405;8,000000;1848;11,007833;39,628197
-24,242510;-46,992481;8,000000;1849;10,626419;38,255108
-24,242575;-46,992554;8,000000;1850;10,495348;37,783253
-24,242636;-46,992619;8,000000;1851;9,489555;34,162399
-24,242699;-46,992680;9,000000;1852;9,167175;33,001831
-24,242756;-46,992752;9,000000;1853;9,866004;35,517616
-24,242809;-46,992821;10,000000;1854;9,091115;32,728016
-24,242865;-46,992893;10,000000;1855;9,601034;34,563725
-24,242914;-46,992962;9,000000;1856;8,849339;31,857622
-24,242973;-46,993027;10,000000;1857;9,219653;33,190750
-24,243040;-46,993095;10,000000;1858;10,140951;36,507423
-24,243105;-46,993153;11,000000;1859;9,313562;33,528824
-24,243172;-46,993210;12,000000;1860;9,610908;34,599266
-24,243240;-46,993259;13,000000;1861;9,012411;32,444679
-24,243311;-46,993305;13,000000;1862;9,173551;33,024784
-24,243380;-46,993347;13,000000;1863;8,659789;31,175241
-24,243446;-46,993389;14,000000;1864;8,493682;30,577255
-24,243519;-46,993435;14,000000;1865;9,497629;34,191463
-24,243584;-46,993473;14,000000;1866;8,161214;29,380369
-24,243662;-46,993511;15,000000;1867;9,530820;34,310951
-24,243740;-46,993546;14,000000;1868;9,221120;33,196033
-24,243826;-46,993584;15,000000;1869;10,408219;37,469589
-24,243912;-46,993626;15,000000;1870;10,365664;37,316387
-24,243994;-46,993664;14,000000;1871;10,019300;36,069477
-24,244078;-46,993702;13,000000;1872;10,056581;36,203693
-24,244162;-46,993748;13,000000;1873;10,338659;37,219173
-24,244244;-46,993797;14,000000;1874;10,492784;37,774021
-24,244322;-46,993855;14,000000;1875;10,345635;37,244289
-24,244385;-46,993912;14,000000;1876;9,167650;33,003540
-24,244452;-46,993977;14,000000;1877;9,907960;35,668655
-24,244509;-46,994038;14,000000;1878;8,975798;32,312870
-24,244556;-46,994091;15,000000;1879;7,549951;27,179825
-24,244598;-46,994141;16,000000;1880;6,786322;24,430759
-24,244633;-46,994179;16,000000;1881;5,380252;19,368906
-24,244665;-46,994205;16,000000;1882;4,550258;16,380930
-24,244705;-46,994236;15,000000;1883;5,521726;19,878214
-24,244749;-46,994267;15,000000;1884;5,679493;20,446175
-24,244797;-46,994297;16,000000;1885;6,164518;22,192265
-24,244846;-46,994331;16,000000;1886;6,506806;23,424503
-24,244894;-46,994358;15,000000;1887;5,996185;21,586267
-24,244944;-46,994385;14,000000;1888;6,165980;22,197529
-24,244993;-46,994411;14,000000;1889;6,165956;22,197439
-24,245045;-46,994434;13,000000;1890;6,064971;21,833897
-24,245098;-46,994457;13,000000;1891;6,542741;23,553867
-24,245152;-46,994480;12,000000;1892;6,366732;22,920237
-24,245209;-46,994511;12,000000;1893;7,170735;25,814648
-24,245264;-46,994537;12,000000;1894;6,543430;23,556347
-24,245331;-46,994572;12,000000;1895;8,176668;29,436005
-24,245401;-46,994610;11,000000;1896;8,826892;31,776812
-24,245483;-46,994652;11,000000;1897;10,019284;36,069424
-24,245565;-46,994686;10,000000;1898;9,752022;35,107277
-24,245644;-46,994728;10,000000;1899;9,674485;34,828148
-24,245724;-46,994762;10,000000;1900;9,574228;34,467220
-24,245804;-46,994801;10,000000;1901;9,705661;34,940380
-24,245878;-46,994843;9,000000;1902;9,492422;34,172718
-24,245949;-46,994881;8,000000;1903;8,669173;31,209024
-24,246012;-46,994926;8,000000;1904;8,345862;30,045105
-24,246063;-46,994972;9,000000;1905;7,481560;26,933615
-24,246103;-46,995014;9,000000;1906;6,029156;21,704960
-24,246132;-46,995045;9,000000;1907;4,488401;16,158245
-24,246166;-46,995075;8,000000;1908;4,913342;2,948005
-24,246202;-46,995125;8,000000;1914;6,278277;22,601799
-24,246243;-46,995193;9,000000;1915;8,583979;30,902323
-24,246296;-46,995277;8,000000;1916;10,186217;36,670383
-24,246359;-46,995380;8,000000;1917;12,543262;45,155743
-24,246431;-46,995480;7,000000;1918;12,944840;46,601425
-24,246510;-46,995579;6,000000;1919;13,187776;47,475994
-24,246592;-46,995678;5,000000;1920;13,564302;48,831490
-24,246677;-46,995777;4,000000;1921;13,953617;50,233021
-24,246761;-46,995876;4,000000;1922;13,692329;49,292385
-24,246847;-46,995975;5,000000;1923;14,075872;50,673141
-24,246931;-46,996071;5,000000;1924;13,192892;47,494411
-24,247015;-46,996166;6,000000;1925;13,440748;48,386692
-24,247093;-46,996254;6,000000;1926;12,546496;45,167389
-24,247177;-46,996346;6,000000;1927;13,192892;47,494411
-24,247259;-46,996437;6,000000;1928;13,059268;47,013367
-24,247345;-46,996532;6,000000;1929;13,706482;49,343334
-24,247429;-46,996628;6,000000;1930;13,440737;48,386654
-24,247513;-46,996723;7,000000;1931;13,192904;47,494453
-24,247595;-46,996819;7,000000;1932;13,309602;47,914566
-24,247683;-46,996918;8,000000;1933;13,953294;50,231857
-24,247768;-46,997021;9,000000;1934;14,460146;52,056526
-24,247856;-46,997120;9,000000;1935;13,953283;50,231819
-24,247944;-46,997215;8,000000;1936;13,706164;49,342194
-24,248028;-46,997303;8,000000;1937;12,711088;45,759918
-24,248106;-46,997387;8,000000;1938;12,300060;44,280216
-24,248180;-46,997463;8,000000;1939;11,308860;40,711895
-24,248259;-46,997536;8,000000;1940;11,367715;40,923775
-24,248341;-46,997593;8,000000;1941;10,852297;39,068268
-24,248430;-46,997627;8,000000;1942;10,465663;37,676388
-24,248528;-46,997643;9,000000;1943;10,963506;39,468620
-24,248625;-46,997627;8,000000;1944;10,963506;39,468620
-24,248718;-46,997559;9,000000;1945;12,533924;45,122128
-24,248804;-46,997456;8,000000;1946;14,075872;50,673141
-24,248886;-46,997345;8,000000;1947;14,350271;51,660976
-24,248974;-46,997234;8,000000;1948;14,981449;53,933216
-24,249069;-46,997139;8,000000;1949;14,392940;51,814583
-24,249184;-46,997047;7,000000;1950;15,791430;56,849152
-24,249302;-46,996964;7,000000;1951;15,679382;56,445778
-24,249435;-46,996887;7,000000;1952;16,820082;60,552296
-24,249571;-46,996815;6,000000;1953;16,673626;60,025055
-24,249710;-46,996750;5,000000;1954;16,906723;60,864204
-24,249853;-46,996689;5,000000;1955;16,951458;61,025249
-24,249996;-46,996632;5,000000;1956;16,888302;60,797886
-24,250135;-46,996567;5,000000;1957;16,906979;60,865124
-24,250271;-46,996490;5,000000;1958;16,987595;61,155342
-24,250399;-46,996399;4,000000;1959;17,039282;61,341415
-24,250517;-46,996292;5,000000;1960;16,940825;60,986969
-24,250626;-46,996162;5,000000;1961;17,914888;64,493599
-24,250729;-46,996021;4,000000;1962;18,206738;65,544258
-24,250834;-46,995872;3,000000;1963;19,257881;69,328369
-24,250942;-46,995720;2,000000;1964;19,374594;69,748535
-24,251057;-46,995571;3,000000;1965;19,852755;71,469917
-24,251169;-46,995426;3,000000;1966;19,201599;69,125755
-24,251282;-46,995281;3,000000;1967;19,465368;70,075325
-24,251513;-46,994995;3,000000;1969;19,711889;70,962799
-24,251631;-46,994846;3,000000;1970;19,837070;71,413452
-24,251751;-46,994701;2,000000;1971;20,089813;72,323326
-24,251875;-46,994553;2,000000;1972;20,217999;72,784798
-24,252115;-46,994255;2,000000;1974;19,963047;71,866966
-24,252226;-46,994114;2,000000;1975;19,078157;68,681366
-24,252338;-46,993973;2,000000;1976;18,940586;68,186111
-24,252443;-46,993847;2,000000;1977;17,274744;62,189079
-24,252546;-46,993725;2,000000;1978;17,019415;61,269894
-24,252645;-46,993603;2,000000;1979;16,378958;58,964249
-24,252737;-46,993481;2,000000;1980;16,023844;57,685837
-24,252817;-46,993355;2,000000;1981;15,616567;56,219639
-24,252892;-46,993221;2,000000;1982;15,882527;57,177097
-24,252953;-46,993099;2,000000;1983;14,218962;51,188263
-24,253016;-46,992970;2,000000;1984;14,830507;53,389828
-24,253082;-46,992832;2,000000;1985;15,799414;56,877888
-24,253155;-46,992687;2,000000;1986;16,589031;59,720512
-24,253227;-46,992538;2,000000;1987;17,199671;61,918816
-24,253304;-46,992386;1,000000;1988;17,774155;63,986958
-24,253384;-46,992233;1,000000;1989;17,659878;63,575562
-24,253468;-46,992077;1,000000;1990;18,449785;66,419228
-24,253550;-46,991932;2,000000;1991;17,460636;62,858292
-24,253633;-46,991791;1,000000;1992;16,976984;61,117142
-24,253723;-46,991657;1,000000;1993;16,844727;60,641014
-24,253819;-46,991539;1,000000;1994;16,125664;58,052391
-24,253925;-46,991444;2,000000;1995;15,254356;54,915684
-24,254047;-46,991360;1,000000;1996;16,002735;57,609848
-24,254177;-46,991287;1,000000;1997;16,163088;58,187115
-24,254313;-46,991222;1,000000;1998;16,383913;58,982086
-24,254450;-46,991154;2,000000;1999;16,698215;60,113575
-24,254581;-46,991070;2,000000;2000;16,995024;61,182087
-24,254702;-46,990974;2,000000;2001;16,609131;59,792870
-24,254814;-46,990856;2,000000;2002;17,436853;62,772671
-24,254917;-46,990726;2,000000;2003;17,407867;62,668324
-24,255020;-46,990585;5,000000;2004;18,206308;65,542709
-24,255112;-46,990463;3,000000;2005;16,143587;58,116913
-24,255198;-46,990356;3,000000;2006;14,332980;51,598728
-24,255270;-46,990273;3,000000;2007;11,652506;41,949020
-24,255316;-46,990223;3,000000;2008;7,299117;26,276821
-24,255354;-46,990185;3,000000;2009;5,654031;20,354513
-24,255388;-46,990143;3,000000;2010;5,629256;20,265322
-24,255428;-46,990089;3,000000;2011;7,056006;25,401623
-24,255476;-46,990028;3,000000;2012;8,193745;29,497480
-24,255533;-46,989960;3,000000;2013;9,469579;34,090485
-24,255590;-46,989883;3,000000;2014;9,865547;35,515968
-24,255646;-46,989815;3,000000;2015;9,340617;33,626221
-24,255699;-46,989750;3,000000;2016;8,829429;31,785944
-24,255745;-46,989697;3,000000;2017;7,549334;27,177603
-24,255785;-46,989639;4,000000;2018;7,330575;26,390070
-24,255823;-46,989578;4,000000;2019;7,611788;27,402435
-24,255869;-46,989510;4,000000;2020;8,506395;30,623024
-24,255920;-46,989441;4,000000;2021;9,090602;32,726166
-24,255980;-46,989368;4,000000;2022;9,726080;35,013889
-24,256046;-46,989292;4,000000;2023;10,626419;38,255108
-24,256119;-46,989208;4,000000;2024;11,901742;42,846272
-24,256187;-46,989117;4,000000;2025;12,047462;43,370865
-24,256250;-46,989029;4,000000;2026;11,421531;41,117512
-24,256315;-46,988949;4,000000;2027;10,748345;38,694042
-24,256369;-46,988892;4,000000;2028;8,326390;29,975004
-24,256424;-46,988831;4,000000;2029;8,839636;31,822689
-24,256475;-46,988773;4,000000;2030;7,947932;28,612556
-24,256531;-46,988705;4,000000;2031;9,478146;34,121323
-24,256584;-46,988636;4,000000;2032;9,090602;32,726166
-24,256647;-46,988560;5,000000;2033;10,364808;37,313309
-24,256710;-46,988487;5,000000;2034;10,112902;36,406445
-24,256838;-46,988342;5,000000;2036;10,364359;37,311691
-24,256895;-46,988270;5,000000;2037;9,600095;34,560341
-24,256952;-46,988194;5,000000;2038;9,987282;35,954216
-24,257008;-46,988121;5,000000;2039;9,477670;34,119610
-24,257059;-46,988052;5,000000;2040;9,238690;33,259285
-24,257109;-46,987991;5,000000;2041;8,193194;29,495501
-24,257153;-46,987938;5,000000;2042;7,296646;26,267925
-24,257195;-46,987888;4,000000;2043;7,037472;25,334900
-24,257235;-46,987843;4,000000;2044;6,273248;22,583694
-24,257273;-46,987797;4,000000;2045;6,272529;22,581104
-24,257315;-46,987743;4,000000;2046;7,174507;25,828226
-24,257364;-46,987682;4,000000;2047;8,318264;29,945751
-24,257420;-46,987614;4,000000;2048;9,340617;33,626221
-24,257483;-46,987541;4,000000;2049;9,981862;35,934704
-24,257549;-46,987457;3,000000;2050;11,517858;41,464287
-24,257620;-46,987370;3,000000;2051;11,644377;41,919758
-24,257698;-46,987270;3,000000;2052;13,574260;48,867336
-24,257784;-46,987167;3,000000;2053;14,074902;50,669647
-24,257877;-46,987061;3,000000;2054;14,978439;53,922382
-24,257975;-46,986946;3,000000;2055;15,741375;56,668949
-24,258076;-46,986824;3,000000;2056;16,762888;60,346397
-24,258177;-46,986702;3,000000;2057;16,762888;60,346397
-24,258286;-46,986568;3,000000;2058;18,170040;65,412148
-24,258396;-46,986435;3,000000;2059;18,297884;65,872383
-24,258511;-46,986298;3,000000;2060;18,809679;67,714844
-24,258627;-46,986153;3,000000;2061;19,711432;70,961151
-24,258741;-46,986012;4,000000;2062;19,066345;68,638840
-24,258852;-46,985878;4,000000;2063;18,170288;65,413040
-24,258957;-46,985744;5,000000;2064;17,918419;64,506310
-24,259062;-46,985619;5,000000;2065;17,274221;62,187199
-24,259165;-46,985497;5,000000;2066;17,019150;61,268940
-24,259268;-46,985382;6,000000;2067;16,138809;58,099712
-24,259369;-46,985264;6,000000;2068;16,506742;59,424274
-24,259476;-46,985146;5,000000;2069;17,031607;61,313786
-24,259583;-46,985020;4,000000;2070;17,402178;62,647839
-24,259686;-46,984898;4,000000;2071;16,766922;60,360920
-24,259790;-46,984768;4,000000;2072;17,532526;63,117092
-24,259895;-46,984638;3,000000;2073;17,532793;63,118053
-24,259998;-46,984512;3,000000;2074;17,274483;62,188137
-24,260101;-46,984379;2,000000;2075;17,671118;63,616024
-24,260201;-46,984238;2,000000;2076;18,245569;65,684052
-24,260300;-46,984100;3,000000;2077;17,698399;63,714233
-24,260401;-46,983963;2,000000;2078;17,816975;64,141106
-24,260500;-46,983829;2,000000;2079;17,548977;63,176315
-24,260607;-46,983700;2,000000;2080;17,658346;63,570045
-24,260715;-46,983578;2,000000;2081;17,411753;62,682308
-24,260822;-46,983467;2,000000;2082;16,169502;58,210209
-24,260933;-46,983353;2,000000;2083;17,059900;61,415642
-24,261045;-46,983246;2,000000;2084;16,503738;59,413460
-24,261162;-46,983139;3,000000;2085;16,793800;60,457680
-24,261288;-46,983032;2,000000;2086;17,897520;64,431076
-24,261417;-46,982922;2,000000;2087;18,197563;65,511230
-24,261547;-46,982807;2,000000;2088;18,410397;66,277428
-24,261679;-46,982697;2,000000;2089;18,559677;66,814835
-24,261812;-46,982582;1,000000;2090;18,709702;67,354927
-24,261946;-46,982471;2,000000;2091;18,709702;67,354927
-24,262081;-46,982361;2,000000;2092;18,805843;67,701035
-24,262218;-46,982246;2,000000;2093;19,222017;69,199265
-24,262350;-46,982136;2,000000;2094;18,348330;66,053986
-24,262480;-46,982021;2,000000;2095;18,627092;67,057533
-24,262600;-46,981899;2,000000;2096;17,990234;64,764847
-24,262707;-46,981762;2,000000;2097;18,304043;65,894554
-24,262806;-46,981621;3,000000;2098;18,245083;65,682297
-24,262894;-46,981480;3,000000;2099;17,187344;61,874435
-24,262974;-46,981342;3,000000;2100;16,478857;59,323887
-24,263046;-46,981190;2,000000;2101;17,593380;63,336166
-24,263102;-46,981037;2,000000;2102;16,726265;60,214554
-24,263157;-46,980862;2,000000;2103;18,740274;67,464989
-24,263210;-46,980694;1,000000;2104;17,960894;64,659218
-24,263271;-46,980518;1,000000;2105;19,261620;69,341827
-24,263330;-46,980343;2,000000;2106;18,804651;67,696747
-24,263393;-46,980164;2,000000;2107;19,653246;70,751686
-24,263453;-46,980003;1,000000;2108;17,261175;62,140232
-24,263515;-46,979824;1,000000;2109;19,652786;70,750031
-24,263582;-46,979649;1,000000;2110;19,151281;68,944611
-24,263645;-46,979473;2,000000;2111;19,329859;69,587494
-24,263706;-46,979301;2,000000;2112;18,547039;66,769341
-24,263765;-46,979122;2,000000;2113;19,195023;69,102081
-24,263824;-46,978947;2,000000;2114;19,194788;69,101234
-24,263880;-46,978771;3,000000;2115;18,677622;67,239441
-24,263926;-46,978596;3,000000;2116;18,723425;67,404327
-24,263964;-46,978424;3,000000;2117;17,811905;64,122856
-24,263990;-46,978245;3,000000;2118;18,261871;65,742737
-24,264006;-46,978065;3,000000;2119;18,432915;66,358490
-24,264013;-46,977894;5,000000;2120;17,331324;62,392765
-24,264017;-46,977726;5,000000;2121;16,972723;61,101803
-24,264017;-46,977570;5,000000;2122;15,929584;57,346500
-24,264015;-46,977421;6,000000;2123;15,238091;54,857124
-24,264011;-46,977272;5,000000;2124;14,895740;53,624664
-24,264009;-46,977112;6,000000;2125;16,276793;58,596455
-24,264004;-46,976959;6,000000;2126;15,593740;56,137466
-24,263994;-46,976795;6,000000;2127;16,661444;59,981197
-24,263983;-46,976643;5,000000;2128;15,639945;56,303802
-24,263960;-46,976490;4,000000;2129;15,435653;55,568352
-24,263931;-46,976334;4,000000;2130;16,253498;58,512592
-24,263895;-46,976173;3,000000;2131;16,757517;60,327061
-24,263851;-46,976009;3,000000;2132;17,340134;62,424480
-24,263802;-46,975838;3,000000;2133;18,169544;65,410362
-24,263756;-46,975677;4,000000;2134;17,064667;61,432800
-24,263708;-46,975510;5,000000;2135;17,782270;64,016174
-24,263660;-46,975346;5,000000;2136;17,452362;62,828503
-24,263615;-46,975189;5,000000;2137;16,677673;60,039623
-24,263575;-46,975033;5,000000;2138;16,568905;59,648056
-24,263529;-46,974873;6,000000;2139;17,064667;61,432800
-24,263475;-46,974716;6,000000;2140;16,982815;61,138134
-24,263424;-46,974567;6,000000;2141;15,943447;57,396408
-24,263367;-46,974422;6,000000;2142;16,230457;58,429646
-24,263311;-46,974274;6,000000;2143;16,083107;57,899185
-24,263256;-46,974125;6,000000;2144;16,404264;59,055351
-24,263199;-46,973976;6,000000;2145;16,230457;58,429646
-24,263145;-46,973835;6,000000;2146;15,690881;56,487171
-24,263105;-46,973721;5,000000;2147;12,303371;44,292137
-24,263071;-46,973621;5,000000;2148;10,737013;38,653248
-24,263042;-46,973537;5,000000;2149;9,175025;33,030090
-24,263008;-46,973442;5,000000;2150;10,484602;37,744568
-24,262966;-46,973335;5,000000;2151;11,662949;41,986614
-24,262928;-46,973217;5,000000;2152;12,820229;46,152824
-24,262892;-46,973080;5,000000;2153;14,468241;52,085667
-24,262856;-46,972939;5,000000;2154;14,747580;53,091286
-24,262827;-46,972786;5,000000;2155;15,914291;57,291451
-24,262814;-46,972630;5,000000;2156;15,984965;57,545876
-24,262812;-46,972469;5,000000;2157;16,280384;58,609383
-24,262821;-46,972313;5,000000;2158;15,624937;56,249775
-24,262842;-46,972164;5,000000;2159;15,406112;55,462002
-24,262869;-46,972027;5,000000;2160;14,181176;51,052235
-24,262896;-46,971928;5,000000;2161;10,492340;37,772423
-24,262917;-46,971844;4,000000;2162;8,952678;32,229641
-24,262936;-46,971783;4,000000;2163;6,574365;23,667715
-24,262949;-46,971725;4,000000;2164;5,745793;20,684855
-24,262964;-46,971664;4,000000;2165;6,463701;23,269323
-24,262985;-46,971588;3,000000;2166;8,284607;29,824585
-24,263008;-46,971500;4,000000;2167;9,002900;32,410442
-24,263035;-46,971409;3,000000;2168;9,831684;35,394062
-24,263063;-46,971302;2,000000;2169;11,209961;40,355858
-24,263096;-46,971188;2,000000;2170;12,314714;44,332973
-24,263132;-46,971062;2,000000;2171;13,419586;48,310509
-24,263168;-46,970928;1,000000;2172;14,081958;50,695049
-24,263210;-46,970787;2,000000;2173;14,970922;53,895317
-24,263254;-46,970642;1,000000;2174;15,688017;56,476860
-24,263309;-46,970490;1,000000;2175;16,404264;59,055351
-24,263371;-46,970333;1,000000;2176;17,334932;62,405758
-24,263433;-46,970173;1,000000;2177;17,728172;63,821419
-24,263502;-46,970013;2,000000;2178;17,961397;64,661034
-24,263575;-46,969852;2,000000;2179;18,125319;65,251144
-24,263645;-46,969700;2,000000;2180;17,198883;61,915977
-24,263718;-46,969551;2,000000;2181;17,198622;61,915039
-24,263784;-46,969398;2,000000;2182;17,254110;62,114796
-24,263849;-46,969254;2,000000;2183;16,236567;58,451641
-24,263914;-46,969112;2,000000;2184;15,927036;57,337330
-24,263981;-46,968967;2,000000;2185;16,631378;59,872963
-24,264050;-46,968815;2,000000;2186;17,336233;62,410439
-24,264109;-46,968678;2,000000;2187;15,364202;55,311131
-24,264172;-46,968540;3,000000;2188;15,532040;55,915344
-24,264235;-46,968399;3,000000;2189;15,841879;57,030766
-24,264297;-46,968258;3,000000;2190;16,153042;58,150951
-24,264357;-46,968128;3,000000;2191;14,658031;52,768913
-24,264421;-46,967995;4,000000;2192;15,312769;55,125969
-24,264482;-46,967857;3,000000;2193;15,447041;55,609344
-24,264544;-46,967720;3,000000;2194;15,447323;55,610363
-24,264605;-46,967587;3,000000;2195;15,052908;54,190468
-24,264668;-46,967442;3,000000;2196;16,465445;59,275600
-24,264730;-46,967304;3,000000;2197;15,532030;55,915310
-24,264793;-46,967171;5,000000;2198;15,223911;54,806080
-24,264856;-46,967037;5,000000;2199;15,224463;54,808067
-24,264914;-46,966911;6,000000;2200;14,263615;51,349014
-24,264973;-46,966770;5,000000;2201;15,676804;56,436493
-24,265028;-46,966640;5,000000;2202;14,494706;52,180943
-24,265083;-46,966515;6,000000;2203;14,263615;51,349014
-24,265133;-46,966404;5,000000;2204;12,685890;45,669205
-24,265171;-46,966316;5,000000;2205;9,612768;34,605965
-24,265196;-46,966251;6,000000;2206;7,170128;25,812460
-24,265217;-46,966194;6,000000;2207;6,312655;22,725559
-24,265240;-46,966141;6,000000;2208;6,065690;21,836483
-24,265263;-46,966080;5,000000;2209;6,776349;24,394855
-24,265291;-46,966003;5,000000;2210;8,274241;29,787270
-24,265329;-46,965919;5,000000;2211;9,302404;33,488655
-24,265373;-46,965820;5,000000;2212;11,190624;40,286247
-24,265419;-46,965721;5,000000;2213;11,502566;41,409241
-24,265469;-46,965611;5,000000;2214;12,374251;44,547306
-24,265524;-46,965496;6,000000;2215;13,033705;46,921337
-24,265587;-46,965366;5,000000;2216;14,917821;53,704155
-24,265646;-46,965237;5,000000;2217;14,657724;52,767807
-24,265709;-46,965092;5,000000;2218;16,465172;59,274620
-24,265770;-46,964943;5,000000;2219;16,385014;58,986050
-24,265837;-46,964790;5,000000;2220;17,253849;62,113857
-24,265902;-46,964649;5,000000;2221;15,927036;57,337330
-24,265965;-46,964516;5,000000;2222;15,224168;54,807003
-24,266026;-46,964382;5,000000;2223;15,447031;55,609310
-24,266083;-46,964256;5,000000;2224;13,952960;50,230656
-24,266136;-46,964138;5,000000;2225;13,474577;48,508476
-24,266184;-46,964027;5,000000;2226;12,291260;44,248535
-24,266228;-46,963928;5,000000;2227;11,502566;41,409241
-24,266266;-46,963844;5,000000;2228;9,301920;33,486912
-24,266293;-46,963783;5,000000;2229;6,934831;24,965393
-24,266312;-46,963734;5,000000;2230;5,278728;19,003422
-24,266329;-46,963688;5,000000;2231;5,206484;18,743343
-24,266354;-46,963631;5,000000;2232;6,539984;23,543941
-24,266382;-46,963562;5,000000;2233;7,562462;27,224865
-24,266417;-46,963482;5,000000;2234;8,907218;32,065987
-24,266457;-46,963394;5,000000;2235;10,007577;36,027279
-24,266502;-46,963299;5,000000;2236;10,968015;39,484852
-24,266550;-46,963192;5,000000;2237;11,979529;43,126305
-24,266602;-46,963085;5,000000;2238;12,153288;43,751835
-24,266657;-46,962971;6,000000;2239;13,249855;47,699478
-24,266712;-46,962845;6,000000;2240;14,263604;51,348976
-24,266768;-46,962730;6,000000;2241;12,942739;46,593861
-24,266823;-46,962616;7,000000;2242;13,249855;47,699478
-24,266872;-46,962517;7,000000;2243;11,546386;41,566990
-24,266909;-46,962440;7,000000;2244;8,599179;30,957045
-24,266935;-46,962391;7,000000;2245;5,924293;21,327454
-24,266960;-46,962341;7,000000;2246;5,623646;20,245127
-24,266979;-46,962292;7,000000;2247;5,598736;20,155449
-24,267006;-46,962227;8,000000;2248;7,247063;26,089428
-24,267040;-46,962154;7,000000;2249;8,204212;29,535164
-24,267078;-46,962074;7,000000;2250;8,994366;32,379715
-24,267117;-46,961990;7,000000;2251;9,612768;34,605965
-24,267153;-46,961899;7,000000;2252;10,240943;36,867393
-24,267193;-46,961796;7,000000;2253;11,269719;40,570988
-24,267231;-46,961693;6,000000;2254;11,269333;40,569599
-24,267273;-46,961571;6,000000;2255;13,273643;47,785118
-24,267309;-46,961456;6,000000;2256;12,103472;43,572498
-24,267345;-46,961342;6,000000;2257;12,492835;44,974205
-24,267374;-46,961243;6,000000;2258;10,491910;37,770878
-24,267395;-46,961163;6,000000;2259;8,338837;30,019812
-24,267406;-46,961109;6,000000;2260;5,656423;20,363123
-24,267427;-46,961014;7,000000;2261;10,005339;18,009609
-24,267441;-46,960953;6,000000;2263;6,373103;22,943171
-24,267460;-46,960884;6,000000;2264;7,291082;26,247896
-24,267483;-46,960804;6,000000;2265;8,338296;30,017866
-24,267508;-46,960712;6,000000;2266;9,720515;34,993855
-24,267534;-46,960621;5,000000;2267;9,830767;35,390759
-24,267567;-46,960514;5,000000;2268;11,324797;40,769268
-24,267599;-46,960403;5,000000;2269;11,983669;43,141209
-24,267628;-46,960289;5,000000;2270;11,874434;42,747963
-24,267658;-46,960163;5,000000;2271;13,260729;47,738625
-24,267691;-46,960045;5,000000;2272;12,646008;45,525627
-24,267721;-46,959923;5,000000;2273;12,592771;45,333973
-24,267754;-46,959805;5,000000;2274;12,645651;45,524342
-24,267788;-46,959686;4,000000;2275;12,701165;45,724194
-24,267818;-46,959579;4,000000;2276;11,266118;40,558025
-24,267841;-46,959484;5,000000;2277;10,005339;36,019218
-24,267857;-46,959423;4,000000;2278;6,463027;23,266895
-24,267866;-46,959366;5,000000;2279;5,621267;20,236563
-24,267881;-46,959316;5,000000;2280;5,467539;19,683140
-24,267899;-46,959270;6,000000;2281;4,885734;17,588642
-24,267920;-46,959225;6,000000;2282;5,440257;19,584925
-24,267944;-46,959179;6,000000;2283;5,227228;18,818020
